chem_id,compound_class
100019816,11
100019824,11
100019831,24
100019832,25
100019880,15
100019884,13
100019920,24
100019927,23
100019930,24
100019931,24
100019932,23
100019933,23
100019935,23
100019938,23
100019943,14
100019951,13
100019955,3
100019957,14
100019964,6
100019983,6
100020204,11
100020206,12
100020222,27
100020223,27
100020224,2
100020225,2
100020242,30
100020269,12
100020419,23
100020422,11
100020478,13
100020517,25
100020541,7
100020600,1
100020610,1
100020629,11
100020715,13
100020724,7
100020739,5
100020745,2
100020748,2
100020749,2
100020750,2
100020751,2
100020753,13
100020756,13
100020757,15
100020764,24
100020765,13
100020769,14
100020789,1
100020793,27
100020796,7
100020798,27
100020811,1
100020816,23
100020841,2
100020843,4
100020963,14
100020969,27
100020970,23
100021001,0
100021008,23
100021009,27
100021085,15
100021107,24
100021141,3
100021143,13
100021147,5
100021148,5
100021161,28
100021186,5
100021199,7
100021210,7
100021218,23
100021219,25
100021220,15
100021223,15
100021260,3
100021264,20
100021275,14
100021289,13
100021301,11
100021302,24
100021303,24
100021304,21
100021305,29
100021306,14
100021307,29
100021312,23
100021324,10
100021330,2
100021337,1
100021345,25
100021362,10
100021376,11
100021449,24
100021457,15
100021469,23
100021471,23
100021472,14
100021473,14
100021474,29
100021475,11
100021476,11
100021477,11
100021505,24
100021506,24
100021517,14
100021520,0
100021521,22
100021548,27
100021563,29
100021564,29
100021565,29
100021632,24
100021646,25
100021654,29
100021655,29
100021656,29
100021660,29
100021685,25
100021704,3
100021707,1
100021711,13
100021719,23
100021722,23
100021733,24
100021737,20
100021739,23
100021740,14
100021741,23
100021744,24
100021759,14
100021760,3
100021768,4
100021771,27
100021775,12
100021887,27
100001786,21
100001994,8
100002021,8
100002033,8
100002152,8
100002611,19
100003006,21
100003025,7
100003032,7
100003039,7
100003717,24
100004064,8
100004076,5
100004112,10
100004321,27
100004325,14
100005350,2
100006126,25
100006130,22
100006375,25
100006635,25
100008952,14
100009007,2
100009055,13
100009086,2
100009089,2
100009096,2
100009167,2
100009335,13
100009346,5
100009347,2
100009361,2
100009369,2
100009371,2
100009392,2
100010916,24
100010918,13
100010919,13
100010923,2
100010925,13
100010928,13
100010929,13
100010937,13
100010939,13
100010942,13
100010947,5
100010949,13
100010952,2
100015592,2
100015593,2
100015599,2
100015616,13
100015619,13
100015684,13
100015788,2
100015789,2
100015790,2
100015791,2
100015793,3
100015842,3
100015915,2
100016006,2
100016114,13
100019779,30
100019797,5
100019886,14
100019888,23
100019972,13
100019980,13
100020212,19
100020407,27
100020487,29
100020606,19
100020760,13
100021100,13
100021103,8
100021350,28
100021404,2
100021406,19
100021439,25
100021830,5
100021885,8
100002066,2
100002181,21
100006120,14
100009370,13
100010965,2
100015734,0
100021013,27
100003027,7
100003864,19
100002018,8
100002182,21
100003895,27
100004037,29
100004038,30
100004358,14
100005814,13
100006005,8
100006363,27
100006626,30
100006642,7
100009259,7
100009328,1
100010860,24
100010861,14
100010864,11
100015762,13
100015852,2
100020235,14
100020246,25
100020572,1
100020728,19
100020729,19
100020901,21
100020902,21
100020903,21
100020904,21
100020905,21
100020910,21
100020912,21
100020913,21
100021308,29
100021436,1
100021515,23
100021875,6
100021915,28
100021993,15
100021994,15
100022036,14
100022040,11
100022120,29
295,5
100000271,5
100000431,27
100001460,2
100001653,3
100001733,11
100001745,11
100001758,25
100001801,25
100001809,14
100001852,5
100001865,3
100001880,2
100001882,5
100001930,1
100001989,8
100001990,8
100001991,8
100001993,8
100001996,27
100001998,25
100002000,25
100002006,8
100002007,23
100002010,8
100002012,8
100002013,8
100002014,8
100002016,8
100002020,8
100002022,8
100002023,8
100002024,8
100002025,8
100002026,8
100002027,8
100002030,8
100002031,8
100002036,8
100002060,2
100002065,2
100002069,21
100002100,27
100002108,26
100002125,8
100002127,8
100002199,13
100002312,3
100002470,21
100002595,28
100002858,3
100002870,2
100003007,21
100003011,28
100003026,7
100003028,7
100003029,7
100003030,7
100003031,7
100003033,7
100003035,7
100003036,7
100003037,7
100003038,7
100003040,7
100003248,28
100003249,28
100003306,23
100003307,23
100003308,19
100003309,19
100003310,23
100003758,7
100003934,3
100004110,25
100004320,27
100004433,21
100004454,5
100004486,21
100004503,21
100004505,25
100004530,15
100004563,25
100004564,2
100004572,29
100004606,2
100005355,3
100005366,13
100005367,14
100005372,2
100005395,7
100005396,7
100005404,7
100005407,7
100005410,7
100005411,7
100005415,8
100005417,7
100005418,7
100005423,7
100005428,7
100005432,7
100005434,7
100005435,7
100005440,19
100005444,6
100005460,6
100005468,6
100005469,6
100005471,3
100005710,21
100005711,21
100005715,2
100005718,14
100005719,5
100005720,2
100005724,2
100005725,3
100005815,13
100005831,25
100005836,30
100005844,7
100005845,7
100005846,7
100005856,25
100005972,25
100005974,10
100005975,10
100005977,19
100006007,8
100006080,8
100006090,25
100006103,27
100006106,9
100006119,7
100006151,19
100006164,20
100006169,25
100006188,25
100006252,13
100006255,20
100006261,27
100006268,27
100006270,9
100006281,9
100006283,25
100006285,9
100006286,25
100006287,25
100006288,25
100006289,9
100006293,2
100006340,15
100006341,25
100006344,25
100006345,25
100006359,27
100006364,25
100006373,25
100006376,25
100006377,14
100006437,7
100006610,30
100006616,30
100006617,30
100006618,30
100006619,30
100006621,30
100006622,30
100006623,30
100006627,30
100006629,30
100006630,30
100006633,14
100006634,9
100006637,7
100006639,7
100006643,27
100006644,7
100006651,14
100006779,26
100008939,29
100008940,19
100008983,2
100008985,2
100009001,2
100009016,2
100009017,2
100009019,2
100009042,9
100009043,9
100009044,23
100009047,19
100009048,19
100009049,19
100009171,28
100009172,2
100009176,2
100009179,2
100009192,5
100009193,5
100009195,2
100009197,5
100009234,30
100009260,7
100009261,7
100009262,7
100009263,7
100009265,7
100009266,7
100009267,7
100009268,3
100009269,3
100009272,28
100009273,3
100009274,3
100009275,30
100009276,30
100009277,30
100009336,13
100009341,21
100009342,19
100009375,2
100009407,30
100010840,12
100010844,6
100010845,24
100010848,24
100010849,24
100010850,24
100010853,24
100010856,23
100010857,11
100010870,25
100010871,25
100010878,2
100010880,2
100010890,6
100010898,1
100010907,28
100010908,28
100010910,28
100010911,24
100010912,13
100010913,10
100010915,2
100010920,13
100010921,13
100010932,2
100010934,5
100010935,5
100010940,13
100010943,13
100010951,2
100010953,2
100010958,5
100015584,5
100015585,13
100015595,2
100015598,13
100015600,19
100015601,19
100015607,2
100015610,5
100015617,13
100015624,5
100015625,2
100015644,6
100015645,19
100015654,5
100015655,13
100015656,15
100015658,19
100015681,13
100015685,13
100015688,2
100015689,2
100015690,2
100015696,19
100015699,2
100015700,19
100015703,19
100015713,2
100015725,13
100015726,2
100015727,13
100015728,19
100015729,19
100015730,19
100015743,19
100015745,19
100015748,2
100015749,19
100015750,19
100015751,19
100015752,19
100015753,24
100015754,23
100015756,19
100015757,19
100015758,19
100015769,2
100015770,13
100015774,3
100015787,3
100015806,5
100015807,5
100015808,5
100015809,5
100015812,13
100015815,5
100015816,24
100015817,5
100015818,19
100015819,19
100015821,19
100015822,19
100015825,19
100015826,24
100015827,24
100015828,24
100015831,2
100015836,3
100015838,3
100015839,2
100015840,2
100015841,3
100015845,2
100015847,3
100015849,2
100015850,2
100015856,26
100015858,13
100015859,13
100015861,13
100015866,26
100015870,13
100015871,11
100015872,24
100015882,19
100015883,19
100015913,2
100015934,13
100015966,13
100015967,13
100015968,13
100015971,7
100015974,7
100016007,2
100016021,6
100016042,1
100016049,7
100016057,3
100016058,3
100016060,3
100016063,3
100016064,3
100016067,3
100016068,3
100016070,3
100016087,2
100016088,2
100016089,2
100016090,2
100016091,2
100016093,29
100016094,2
100016095,24
100016096,19
100016098,3
100016099,5
100016103,2
100016109,14
100016111,24
100016112,13
100016113,24
100016117,6
100019763,2
100019766,5
100019767,5
100019773,3
100019777,3
100019778,3
100019794,1
100019796,5
100019798,5
100019804,2
100019805,24
100019806,11
100019807,24
100019808,11
100019809,24
100019813,24
100019814,14
100019815,24
100019817,24
100019818,30
100019819,24
100019820,11
100019821,24
100019822,11
100019823,24
100019825,24
100019826,13
100019829,24
100019830,11
100019833,24
100019876,23
100019877,24
100019879,24
100019883,24
100019885,14
100019887,23
100019889,24
100019958,13
100019962,6
100019965,28
100019966,13
100019967,2
100019974,13
100019975,13
100019981,13
100019982,13
100020005,25
100020006,25
100020207,1
100020211,30
100020213,8
100020214,8
100020216,1
100020226,14
100020228,14
100020229,14
100020230,14
100020231,14
100020232,27
100020233,14
100020236,14
100020237,14
100020238,14
100020241,11
100020244,9
100020247,25
100020248,25
100020249,1
100020250,1
100020274,21
100020275,21
100020276,30
100020415,12
100020421,23
100020423,11
100020424,29
100020425,29
100020426,11
100020427,29
100020479,3
100020480,1
100020481,10
100020482,1
100020483,21
100020484,25
100020511,1
100020513,11
100020514,23
100020519,25
100020523,9
100020525,20
100020527,9
100020528,19
100020529,9
100020533,19
100020536,25
100020538,19
100020539,7
100020544,7
100020545,30
100020546,6
100020547,7
100020548,7
100020550,7
100020563,8
100020570,19
100020577,19
100020578,9
100020581,9
100020584,14
100020585,9
100020586,1
100020591,19
100020597,5
100020608,1
100020612,25
100020617,1
100020622,14
100020623,19
100020631,11
100020632,11
100020633,4
100020635,3
100020636,3
100020637,3
100020638,11
100020639,4
100020641,14
100020642,14
100020643,3
100020644,29
100020645,30
100020646,29
100020649,3
100020650,3
100020651,14
100020652,23
100020674,7
100020687,13
100020688,5
100020689,19
100020690,2
100020692,19
100020693,19
100020694,19
100020696,19
100020697,19
100020706,2
100020707,19
100020709,19
100020711,19
100020717,13
100020719,2
100020725,27
100020743,3
100020746,13
100020752,13
100020758,4
100020762,13
100020770,26
100020771,13
100020778,3
100020779,3
100020780,2
100020781,2
100020782,2
100020783,2
100020784,2
100020785,2
100020818,7
100020819,7
100020820,7
100020821,25
100020822,25
100020824,7
100020825,3
100020826,3
100020827,25
100020842,4
100020844,7
100020845,7
100020847,7
100020848,7
100020849,7
100020850,7
100020851,25
100020852,25
100020853,25
100020854,25
100020855,8
100020856,8
100020857,8
100020858,8
100020861,11
100020862,29
100020863,29
100020864,3
100020897,19
100020899,21
100020908,21
100020973,25
100020975,25
100020977,25
100020979,25
100020983,25
100020985,25
100020987,9
100020989,9
100020991,9
100020992,27
100020993,27
100020994,14
100020995,27
100020996,14
100020997,23
100020998,23
100020999,29
100021000,30
100021002,24
100021005,30
100021006,14
100021010,1
100021011,1
100021012,3
100021014,4
100021015,4
100021034,14
100021036,14
100021088,6
100021091,1
100021092,1
100021094,7
100021097,11
100021102,27
100021104,8
100021105,13
100021123,30
100021126,14
100021127,14
100021131,3
100021132,3
100021134,3
100021135,3
100021136,3
100021138,3
100021139,3
100021140,3
100021142,3
100021144,3
100021150,5
100021152,5
100021153,5
100021154,5
100021157,5
100021159,5
100021162,28
100021163,5
100021164,5
100021165,5
100021166,5
100021167,5
100021168,28
100021170,5
100021171,5
100021172,5
100021175,5
100021176,5
100021177,5
100021178,5
100021179,5
100021180,5
100021191,5
100021192,15
100021193,21
100021201,19
100021203,14
100021204,14
100021205,14
100021206,14
100021208,25
100021209,28
100021211,25
100021213,25
100021217,25
100021224,15
100021229,25
100021231,25
100021232,15
100021233,25
100021290,1
100021309,23
100021310,23
100021311,29
100021313,3
100021319,3
100021320,3
100021331,8
100021332,6
100021336,25
100021343,19
100021346,19
100021348,25
100021349,19
100021354,19
100021360,19
100021361,19
100021364,23
100021365,23
100021366,3
100021369,19
100021370,28
100021374,11
100021378,15
100021384,19
100021389,19
100021393,19
100021395,2
100021397,2
100021398,19
100021399,19
100021401,19
100021403,19
100021405,2
100021419,19
100021420,19
100021423,19
100021424,19
100021427,19
100021428,21
100021459,19
100021460,19
100021461,1
100021462,1
100021463,19
100021464,19
100021465,19
100021466,19
100021479,3
100021480,3
100021481,3
100021482,3
100021483,28
100021484,28
100021485,28
100021486,28
100021488,28
100021490,22
100021491,22
100021492,5
100021493,5
100021494,30
100021495,30
100021496,21
100021497,23
100021498,23
100021499,23
100021500,23
100021501,23
100021502,13
100021508,23
100021509,23
100021510,23
100021511,23
100021512,14
100021513,14
100021514,11
100021516,21
100021525,23
100021527,13
100021647,7
100021648,7
100021649,7
100021651,7
100021664,25
100021665,25
100021666,13
100021667,13
100021668,13
100021669,7
100021670,7
100021686,25
100021687,25
100021688,25
100021692,14
100021697,8
100021699,11
100021708,13
100021709,13
100021710,15
100021712,7
100021713,14
100021714,14
100021715,14
100021716,29
100021720,23
100021721,23
100021723,23
100021724,23
100021727,30
100021728,3
100021743,24
100021751,14
100021762,3
100021772,23
100021773,7
100021774,7
100021777,24
100021778,11
100021821,7
100021822,7
100021823,7
100021824,7
100021829,13
100021831,5
100021834,1
100021835,25
100021836,25
100021837,6
100021838,5
100021839,25
100021840,25
100021841,25
100021842,1
100021843,1
100021844,1
100021845,1
100021846,1
100021847,1
100021850,27
100021851,1
100021853,1
100021854,27
100021855,7
100021856,1
100021857,28
100021858,1
100021860,1
100021861,1
100021862,1
100021863,7
100021864,1
100021865,1
100021866,7
100021867,7
100021868,7
100021869,7
100021871,7
100021872,7
100021889,8
100021922,4
100021949,14
100021950,11
100021951,21
100021990,30
100021991,30
100021992,28
100022012,7
100022013,7
100022016,29
100022017,29
100022018,29
100022019,29
100022020,29
100022023,29
100022024,29
100022025,15
100022026,15
100022027,15
100022028,15
100022029,15
100022030,15
100022032,15
100022034,15
100022037,25
100022038,25
100022039,11
100022041,3
100022121,8
100022122,8
100022123,7
100022124,7
100022125,7
100022126,7
100022127,7
100022128,8
100022129,8
100022135,19
100022180,23
100022182,10
100022186,27
100022188,20
100022189,3
100022190,3
100022192,5
100022193,5
100022199,5
100022200,2
100022209,11
100022211,0
100022273,25
100022275,27
100022278,0
100022281,23
100022285,14
100022291,30
100022292,25
100022386,9
100022387,25
100022392,25
100022430,19
100022431,8
100022432,8
100022433,19
100022434,7
100022435,7
100022436,7
100022438,25
100022439,25
22,13
76,9
108,10
146,11
238,14
285,11
292,11
431,9
1027,28
1112,11
1163,20
1167,23
1169,20
1278,13
1389,11
1444,20
100000140,0
100000637,3
100000649,5
100001001,26
100001011,13
100001038,6
100001082,9
100002180,5
100002860,3
100002997,19
100004600,19
100005810,28
100006380,7
100009416,6
100016036,19
100019896,3
100019897,12
100019898,12
100019899,12
100019900,24
100019901,28
100019902,12
100019903,12
100019904,12
100019905,27
100019906,7
100019907,17
100019908,28
100019909,1
100019910,12
100019911,28
100019912,12
100019913,21
100019914,7
100020185,17
100020186,17
100020187,17
100020189,17
100020190,17
100020191,17
100020193,17
100020194,17
100020195,17
100020196,17
100020197,17
100020198,17
100020199,17
100020200,17
100020201,17
100020653,3
100020654,24
100020655,28
100020656,24
100020657,28
100020658,28
100020660,17
100020661,24
100020662,24
100020663,24
100020664,3
100020665,17
100020666,17
100020667,17
100020668,28
100020669,28
100020670,28
100020964,6
100021116,6
100021119,15
100021736,11
100022307,28
100022313,20
100022314,24
100022319,20
100022449,25
100022476,6
100022477,11
100022478,23
100022479,6
100022481,6
100022484,23
100022486,12
100022488,28
100022489,2
100022490,3
100022492,14
100022493,7
100022498,21
100022499,28
100022502,28
100022504,28
100022508,28
100022517,3
100022520,5
100022521,2
100022523,7
100022526,0
100022528,23
100022538,14
100022540,9
100022544,24
100022546,7
100022560,11
100022566,7
100022567,1
100022568,1
100022572,25
100022573,11
100022575,5
100022576,28
100022577,28
100022578,28
100022579,28
100022582,11
100022585,24
100022592,4
100022593,9
100022602,25
100022603,26
100022607,6
100022615,9
100022620,28
100022621,28
100022622,11
100022623,24
100022637,22
100022640,7
100022643,14
100022650,7
100022651,24
100022661,11
100022662,25
100022667,27
100022680,14
100022688,7
100022703,21
100022708,21
100022709,21
100022714,7
100022736,19
100022738,20
100022739,20
100022743,7
100022744,7
100022745,11
100022747,14
100022753,23
100022758,24
100022767,29
100022768,29
100022769,29
100022770,29
100022772,30
100022774,6
100022779,27
100022780,13
100022783,10
100022790,19
100022791,15
100022796,7
100022819,4
100022826,4
100022831,25
100022839,13
100022841,19
100022848,21
100022851,7
100022853,27
100022854,21
100022858,29
100022859,9
100022860,14
100022863,27
100022865,27
100022869,27
100022870,24
100022871,4
100022872,1
100022873,26
100022874,29
100022884,13
100022891,1
100022894,27
100022897,14
100022907,26
100022912,1
100022917,1
100022918,22
100022924,1
100022932,27
100022939,1
100022940,9
100022946,22
100022947,23
100022971,15
100022975,21
100022976,21
100022978,7
100022979,27
100022980,7
100022981,9
100022983,21
100023001,7
100023002,7
100023023,7
100023101,27
100023102,27
