UI Level 1,UI Level 2,Phoenix Ontology,Matrix,Matrix Type,Organism,Species,Lab Workflows,Supercategory,Inclusion List Filename,Historical Data Filename
Tissue,Brain,"Tissue+Brain, cerebellum+Non-mammal+Bird",Tissue,"Brain, cerebellum",Non-mammal,Bird,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, cortex+Non-mammal+Bird",Tissue,"Brain, cortex",Non-mammal,Bird,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, whole+Non-mammal+Bird",Tissue,"Brain, whole",Non-mammal,Bird,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, other+Non-mammal+Chicken",Tissue,"Brain, other",Non-mammal,Chicken,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, cerebellum+Non-mammal+Chicken",Tissue,"Brain, cerebellum",Non-mammal,Chicken,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, cortex+Non-mammal+Chicken",Tissue,"Brain, cortex",Non-mammal,Chicken,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, whole+Non-mammal+Chicken",Tissue,"Brain, whole",Non-mammal,Chicken,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, other+Non-mammal+Drosophila",Tissue,"Brain, other",Non-mammal,Drosophila,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, cerebellum+Non-mammal+Drosophila",Tissue,"Brain, cerebellum",Non-mammal,Drosophila,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, cortex+Non-mammal+Drosophila",Tissue,"Brain, cortex",Non-mammal,Drosophila,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, whole+Non-mammal+Drosophila",Tissue,"Brain, whole",Non-mammal,Drosophila,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, other+Non-mammal+Fish",Tissue,"Brain, other",Non-mammal,Fish,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, cerebellum+Non-mammal+Fish",Tissue,"Brain, cerebellum",Non-mammal,Fish,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, cortex+Non-mammal+Fish",Tissue,"Brain, cortex",Non-mammal,Fish,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, whole+Non-mammal+Fish",Tissue,"Brain, whole",Non-mammal,Fish,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, other+Non-mammal+Insect",Tissue,"Brain, other",Non-mammal,Insect,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, cerebellum+Non-mammal+Insect",Tissue,"Brain, cerebellum",Non-mammal,Insect,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, cortex+Non-mammal+Insect",Tissue,"Brain, cortex",Non-mammal,Insect,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, whole+Non-mammal+Insect",Tissue,"Brain, whole",Non-mammal,Insect,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, other+Non-mammal+Mussel",Tissue,"Brain, other",Non-mammal,Mussel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, cerebellum+Non-mammal+Mussel",Tissue,"Brain, cerebellum",Non-mammal,Mussel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, cortex+Non-mammal+Mussel",Tissue,"Brain, cortex",Non-mammal,Mussel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, whole+Non-mammal+Mussel",Tissue,"Brain, whole",Non-mammal,Mussel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, other+Non-mammal+Nematode",Tissue,"Brain, other",Non-mammal,Nematode,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, cerebellum+Non-mammal+Nematode",Tissue,"Brain, cerebellum",Non-mammal,Nematode,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, cortex+Non-mammal+Nematode",Tissue,"Brain, cortex",Non-mammal,Nematode,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Brain,"Tissue+Brain, whole+Non-mammal+Nematode",Tissue,"Brain, whole",Non-mammal,Nematode,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Mammal+Human,Tissue,Heart,Mammal,Human,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Mammal+Cow,Tissue,Heart,Mammal,Cow,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Mammal+Dog,Tissue,Heart,Mammal,Dog,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Mammal+Horse,Tissue,Heart,Mammal,Horse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Mammal+Cat,Tissue,Heart,Mammal,Cat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Mammal+Marine mammal,Tissue,Heart,Mammal,Marine mammal,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Mammal+Pig,Tissue,Heart,Mammal,Pig,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Mammal+Rabbit,Tissue,Heart,Mammal,Rabbit,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Mammal+Sheep,Tissue,Heart,Mammal,Sheep,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Mammal+Non-human primate,Tissue,Heart,Mammal,Non-human primate,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Mammal+Hamster,Tissue,Heart,Mammal,Hamster,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Mammal+Rat,Tissue,Heart,Mammal,Rat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Mammal+Squirrel,Tissue,Heart,Mammal,Squirrel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Mammal+Mouse,Tissue,Heart,Mammal,Mouse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Non-mammal+Amphibian,Tissue,Heart,Non-mammal,Amphibian,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Non-mammal+Bird,Tissue,Heart,Non-mammal,Bird,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Non-mammal+Chicken,Tissue,Heart,Non-mammal,Chicken,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Non-mammal+Drosophila,Tissue,Heart,Non-mammal,Drosophila,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Non-mammal+Fish,Tissue,Heart,Non-mammal,Fish,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Non-mammal+Insect,Tissue,Heart,Non-mammal,Insect,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Non-mammal+Mussel,Tissue,Heart,Non-mammal,Mussel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Heart,Tissue+Heart+Non-mammal+Nematode,Tissue,Heart,Non-mammal,Nematode,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Mammal+Human,Tissue,Kidney,Mammal,Human,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Mammal+Cow,Tissue,Kidney,Mammal,Cow,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Mammal+Dog,Tissue,Kidney,Mammal,Dog,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Mammal+Horse,Tissue,Kidney,Mammal,Horse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Mammal+Cat,Tissue,Kidney,Mammal,Cat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Mammal+Marine mammal,Tissue,Kidney,Mammal,Marine mammal,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Mammal+Pig,Tissue,Kidney,Mammal,Pig,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Mammal+Rabbit,Tissue,Kidney,Mammal,Rabbit,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Mammal+Sheep,Tissue,Kidney,Mammal,Sheep,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Mammal+Non-human primate,Tissue,Kidney,Mammal,Non-human primate,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Mammal+Hamster,Tissue,Kidney,Mammal,Hamster,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Mammal+Rat,Tissue,Kidney,Mammal,Rat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Mammal+Squirrel,Tissue,Kidney,Mammal,Squirrel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Mammal+Mouse,Tissue,Kidney,Mammal,Mouse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Non-mammal+Amphibian,Tissue,Kidney,Non-mammal,Amphibian,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Non-mammal+Bird,Tissue,Kidney,Non-mammal,Bird,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Non-mammal+Chicken,Tissue,Kidney,Non-mammal,Chicken,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Non-mammal+Drosophila,Tissue,Kidney,Non-mammal,Drosophila,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Non-mammal+Fish,Tissue,Kidney,Non-mammal,Fish,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Non-mammal+Insect,Tissue,Kidney,Non-mammal,Insect,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Non-mammal+Mussel,Tissue,Kidney,Non-mammal,Mussel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Kidney,Tissue+Kidney+Non-mammal+Nematode,Tissue,Kidney,Non-mammal,Nematode,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Mammal+Human,Tissue,Liver,Mammal,Human,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Mammal+Cow,Tissue,Liver,Mammal,Cow,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Mammal+Dog,Tissue,Liver,Mammal,Dog,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Mammal+Horse,Tissue,Liver,Mammal,Horse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Mammal+Cat,Tissue,Liver,Mammal,Cat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Mammal+Marine mammal,Tissue,Liver,Mammal,Marine mammal,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Mammal+Pig,Tissue,Liver,Mammal,Pig,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Mammal+Rabbit,Tissue,Liver,Mammal,Rabbit,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Mammal+Sheep,Tissue,Liver,Mammal,Sheep,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Mammal+Non-human primate,Tissue,Liver,Mammal,Non-human primate,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Mammal+Hamster,Tissue,Liver,Mammal,Hamster,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Mammal+Rat,Tissue,Liver,Mammal,Rat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Mammal+Squirrel,Tissue,Liver,Mammal,Squirrel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Mammal+Mouse,Tissue,Liver,Mammal,Mouse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Non-mammal+Amphibian,Tissue,Liver,Non-mammal,Amphibian,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Non-mammal+Bird,Tissue,Liver,Non-mammal,Bird,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Non-mammal+Chicken,Tissue,Liver,Non-mammal,Chicken,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Non-mammal+Drosophila,Tissue,Liver,Non-mammal,Drosophila,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Non-mammal+Fish,Tissue,Liver,Non-mammal,Fish,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Non-mammal+Insect,Tissue,Liver,Non-mammal,Insect,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Non-mammal+Mussel,Tissue,Liver,Non-mammal,Mussel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Liver,Tissue+Liver+Non-mammal+Nematode,Tissue,Liver,Non-mammal,Nematode,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Mammal+Human,Tissue,Lung,Mammal,Human,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Mammal+Cow,Tissue,Lung,Mammal,Cow,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Mammal+Dog,Tissue,Lung,Mammal,Dog,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Mammal+Horse,Tissue,Lung,Mammal,Horse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Mammal+Cat,Tissue,Lung,Mammal,Cat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Mammal+Marine mammal,Tissue,Lung,Mammal,Marine mammal,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Mammal+Pig,Tissue,Lung,Mammal,Pig,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Mammal+Rabbit,Tissue,Lung,Mammal,Rabbit,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Mammal+Sheep,Tissue,Lung,Mammal,Sheep,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Mammal+Non-human primate,Tissue,Lung,Mammal,Non-human primate,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Mammal+Hamster,Tissue,Lung,Mammal,Hamster,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Mammal+Rat,Tissue,Lung,Mammal,Rat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Mammal+Squirrel,Tissue,Lung,Mammal,Squirrel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Mammal+Mouse,Tissue,Lung,Mammal,Mouse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Non-mammal+Amphibian,Tissue,Lung,Non-mammal,Amphibian,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Non-mammal+Bird,Tissue,Lung,Non-mammal,Bird,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Non-mammal+Chicken,Tissue,Lung,Non-mammal,Chicken,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Non-mammal+Drosophila,Tissue,Lung,Non-mammal,Drosophila,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Non-mammal+Fish,Tissue,Lung,Non-mammal,Fish,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Non-mammal+Insect,Tissue,Lung,Non-mammal,Insect,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Lung,Tissue+Lung+Non-mammal+Mussel,Tissue,Lung,Non-mammal,Mussel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
