UI Level 1,UI Level 2,Phoenix Ontology,Matrix,Matrix Type,Organism,Species,Lab Workflows,Supercategory,Inclusion List Filename,Historical Data Filename
Tissue,Lung,Tissue+Lung+Non-mammal+Nematode,Tissue,Lung,Non-mammal,Nematode,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Mammal+Human,Tissue,Muscle,Mammal,Human,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Mammal+Cow,Tissue,Muscle,Mammal,Cow,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Mammal+Dog,Tissue,Muscle,Mammal,Dog,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Mammal+Horse,Tissue,Muscle,Mammal,Horse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Mammal+Cat,Tissue,Muscle,Mammal,Cat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Mammal+Marine mammal,Tissue,Muscle,Mammal,Marine mammal,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Mammal+Pig,Tissue,Muscle,Mammal,Pig,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Mammal+Rabbit,Tissue,Muscle,Mammal,Rabbit,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Mammal+Sheep,Tissue,Muscle,Mammal,Sheep,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Mammal+Non-human primate,Tissue,Muscle,Mammal,Non-human primate,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Mammal+Hamster,Tissue,Muscle,Mammal,Hamster,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Mammal+Rat,Tissue,Muscle,Mammal,Rat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Mammal+Squirrel,Tissue,Muscle,Mammal,Squirrel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Mammal+Mouse,Tissue,Muscle,Mammal,Mouse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Non-mammal+Amphibian,Tissue,Muscle,Non-mammal,Amphibian,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Non-mammal+Bird,Tissue,Muscle,Non-mammal,Bird,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Non-mammal+Chicken,Tissue,Muscle,Non-mammal,Chicken,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Non-mammal+Drosophila,Tissue,Muscle,Non-mammal,Drosophila,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Non-mammal+Fish,Tissue,Muscle,Non-mammal,Fish,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Non-mammal+Insect,Tissue,Muscle,Non-mammal,Insect,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Non-mammal+Mussel,Tissue,Muscle,Non-mammal,Mussel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Muscle,Tissue+Muscle+Non-mammal+Nematode,Tissue,Muscle,Non-mammal,Nematode,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Alfalfa,Plant Tissue,Mixed,Plant,Alfalfa,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Algae,Plant Tissue,Mixed,Plant,Algae,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Arabidopsis,Plant Tissue,Mixed,Plant,Arabidopsis,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Cacao,Plant Tissue,Mixed,Plant,Cacao,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Camelina,Plant Tissue,Mixed,Plant,Camelina,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Cucumber,Plant Tissue,Mixed,Plant,Cucumber,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Grape,Plant Tissue,Mixed,Plant,Grape,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Corn,Plant Tissue,Mixed,Plant,Corn,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Orange,Plant Tissue,Mixed,Plant,Orange,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Peanut,Plant Tissue,Mixed,Plant,Peanut,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Pine,Plant Tissue,Mixed,Plant,Pine,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Rice,Plant Tissue,Mixed,Plant,Rice,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Sorghum,Plant Tissue,Mixed,Plant,Sorghum,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Soybean,Plant Tissue,Mixed,Plant,Soybean,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Sugarcane,Plant Tissue,Mixed,Plant,Sugarcane,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Tobacco,Plant Tissue,Mixed,Plant,Tobacco,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Tomato,Plant Tissue,Mixed,Plant,Tomato,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Walnut,Plant Tissue,Mixed,Plant,Walnut,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Plant,Plant Tissue+Mixed+Plant+Wheat,Plant Tissue,Mixed,Plant,Wheat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Mammal+Human,Tissue,Skin,Mammal,Human,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Mammal+Cow,Tissue,Skin,Mammal,Cow,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Mammal+Dog,Tissue,Skin,Mammal,Dog,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Mammal+Horse,Tissue,Skin,Mammal,Horse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Mammal+Cat,Tissue,Skin,Mammal,Cat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Mammal+Marine mammal,Tissue,Skin,Mammal,Marine mammal,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Mammal+Pig,Tissue,Skin,Mammal,Pig,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Mammal+Rabbit,Tissue,Skin,Mammal,Rabbit,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Mammal+Sheep,Tissue,Skin,Mammal,Sheep,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Mammal+Non-human primate,Tissue,Skin,Mammal,Non-human primate,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Mammal+Hamster,Tissue,Skin,Mammal,Hamster,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Mammal+Rat,Tissue,Skin,Mammal,Rat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Mammal+Squirrel,Tissue,Skin,Mammal,Squirrel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Mammal+Mouse,Tissue,Skin,Mammal,Mouse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Non-mammal+Amphibian,Tissue,Skin,Non-mammal,Amphibian,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Non-mammal+Bird,Tissue,Skin,Non-mammal,Bird,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Non-mammal+Chicken,Tissue,Skin,Non-mammal,Chicken,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Non-mammal+Drosophila,Tissue,Skin,Non-mammal,Drosophila,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Non-mammal+Fish,Tissue,Skin,Non-mammal,Fish,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Non-mammal+Insect,Tissue,Skin,Non-mammal,Insect,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Non-mammal+Mussel,Tissue,Skin,Non-mammal,Mussel,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Skin,Tissue+Skin+Non-mammal+Nematode,Tissue,Skin,Non-mammal,Nematode,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Brain+Mammal+Human,Tumor Tissue,Brain,Mammal,Human,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Brain+Mammal+Mouse,Tumor Tissue,Brain,Mammal,Mouse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Brain+Mammal+Rat,Tumor Tissue,Brain,Mammal,Rat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Brain+Mammal+Non-human primate,Tumor Tissue,Brain,Mammal,Non-human primate,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Intestine+Mammal+Human,Tumor Tissue,Intestine,Mammal,Human,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Intestine+Mammal+Mouse,Tumor Tissue,Intestine,Mammal,Mouse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Intestine+Mammal+Rat,Tumor Tissue,Intestine,Mammal,Rat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Intestine+Mammal+Non-human primate,Tumor Tissue,Intestine,Mammal,Non-human primate,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Muscle+Mammal+Human,Tumor Tissue,Muscle,Mammal,Human,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Muscle+Mammal+Mouse,Tumor Tissue,Muscle,Mammal,Mouse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Muscle+Mammal+Rat,Tumor Tissue,Muscle,Mammal,Rat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Muscle+Mammal+Non-human primate,Tumor Tissue,Muscle,Mammal,Non-human primate,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Skin+Mammal+Human,Tumor Tissue,Skin,Mammal,Human,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Skin+Mammal+Mouse,Tumor Tissue,Skin,Mammal,Mouse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Skin+Mammal+Rat,Tumor Tissue,Skin,Mammal,Rat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Skin+Mammal+Non-human primate,Tumor Tissue,Skin,Mammal,Non-human primate,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Breast+Mammal+Human,Tumor Tissue,Breast,Mammal,Human,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Breast+Mammal+Mouse,Tumor Tissue,Breast,Mammal,Mouse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Breast+Mammal+Rat,Tumor Tissue,Breast,Mammal,Rat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Breast+Mammal+Non-human primate,Tumor Tissue,Breast,Mammal,Non-human primate,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Kidney+Mammal+Human,Tumor Tissue,Kidney,Mammal,Human,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Kidney+Mammal+Mouse,Tumor Tissue,Kidney,Mammal,Mouse,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Kidney+Mammal+Rat,Tumor Tissue,Kidney,Mammal,Rat,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Tissue,Tumor,Tumor Tissue+Kidney+Mammal+Non-human primate,Tumor Tissue,Kidney,Mammal,Non-human primate,Non-Fecal Biosolids,supercategory_cell_tissue_super,cell_and_tissue_(tissue).csv,historic_data_lib208_supercategory_cell_tissue_super.csv
Urine,Human,Urine+urine+Mammal+Human,Urine,urine,Mammal,Human,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Human,Urine+DRE urine+Mammal+Human,Urine,DRE urine,Mammal,Human,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Human,Urine+DRE sediment+Mammal+Human,Urine,DRE sediment,Mammal,Human,Non-Fecal Biosolids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Other Mammal,Urine+urine+Mammal+Cow,Urine,urine,Mammal,Cow,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Other Mammal,Urine+urine+Mammal+Dog,Urine,urine,Mammal,Dog,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Other Mammal,Urine+urine+Mammal+Horse,Urine,urine,Mammal,Horse,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Other Mammal,Urine+urine+Mammal+Cat,Urine,urine,Mammal,Cat,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Other Mammal,Urine+urine+Mammal+Marine mammal,Urine,urine,Mammal,Marine mammal,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Other Mammal,Urine+urine+Mammal+Pig,Urine,urine,Mammal,Pig,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Other Mammal,Urine+urine+Mammal+Rabbit,Urine,urine,Mammal,Rabbit,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Other Mammal,Urine+urine+Mammal+Sheep,Urine,urine,Mammal,Sheep,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Other Mammal,Urine+urine+Mammal+Non-human primate,Urine,urine,Mammal,Non-human primate,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Other Mammal,Urine+urine+Mammal+Hamster,Urine,urine,Mammal,Hamster,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Other Mammal,Urine+urine+Mammal+Rat,Urine,urine,Mammal,Rat,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Other Mammal,Urine+urine+Mammal+Squirrel,Urine,urine,Mammal,Squirrel,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Other Mammal,Urine+urine+Mammal+Mouse,Urine,urine,Mammal,Mouse,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Primate,Urine+urine+Mammal+Non-human primate,Urine,urine,Mammal,Non-human primate,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
Urine,Rodent,Urine+urine+Mammal+Rat,Urine,urine,Mammal,Rat,Osmolality Dependent Biofluids,supercategory_4_human_animal_urine,urine.csv,historic_data_lib208_supercategory_4_human_animal_urine.csv
